Text,Label
የሕወሓት ጦረኞች ሰሜን ጦር ላይ ጥቃት በመፈጸም ከከፈቱት ጦርነት አንስቶ በሦስት ዙር ባካሄዷቸው ወረራዎች ማገዶ የሆነው የትግራይ ወጣት የሕወሓትን ዓላማ በውዴታው ዓላማው አድርጎት ነበር ወይስ በጥርነፋና በሐሰተኛ ውስወሳ ተይዞ? ለሚለው እንቆቅልሽ አሁን ፍቺ እየተገኘለት ነው፡፡ የሕዝብ ደም እንደ ጎርፍ ከፈሰሰበት ከዚያ ሁሉ ልምድ በኋላ፣ ዛሬም መነጠልን ያጠበቁ የሕወሓት አንጃዎች አሉ፡፡ አዛውንቱ ግትር ሕወሓቶች የመነጠልን አጀንዳ ካወረሷቸው ልጆቻቸው መሀል፣ ‹‹ሳልሳዊ ወያነ›› የተባለው ቡድን የሕዝብ ግንኙነት ሰው  ሲናገር እንደተሰማው ከሆነማ፣ መነጠልን ያነገቡት ኢትዮጵያ በደለችን ከሚል መንደርደሪያ አኳያ ብቻ ሳይሆን መነጠልን በራሱነቱ ይሹታል (‹አስፓየር› ያደርጉታል)፡፡ ከኢትዮጵያ ኦርቶዶክስ መንበር ተነጠልኩ ባለችው የትግራይ ኦርቶዶክስ ቤተ ክርስቲያንም ውስጥ የመነጠል አጀንዳ አድብቶ እንዲቆይ ተደርጓል፡፡ ዛሬ በተራው የትግራይ ሕዝብና ወጣት ዘንድ ያለው ዝንባሌ የሚነግረን ግን ከሕወሓትና ከሕወሓታዊዋን ውጪ የሆኑ የፖለቲካ ቡድኖች ያለ አፈናና ሥጋት የሚንቀሳቀሱበት ሁኔታ ከተፈጠረ፣ በኢትዮጵያ ማዕቀፍ ውስጥ በሰላም ከመልማት በቀር ከመነጠል ዓላማ ጋር መንገታገትን ለጆሮው እንኳ መስማት የማይሻው በገፍ እንደሆነ ነው፡፡ ከዚህ ቀደም ሕወሓታዊዋን ከአገር ውስጥ እስከ ባህር ማዶ ድረስ አፍ ተልብ ሆነው ‹‹ጦርነቱን የጀመረው የዓብይ መንግሥት ነው!…፣ የኢትዮጵያ መንግሥት ጦርነት የከፈተብህ እንደ ሕዝብ ከምድረ ገጽ ሊያጠፋህ ነው!›› የሚል ውሸትን እውነት አስመስለው ሕዝብን እንዳላደናገሩ ሁሉ፣ ዛሬ ፍርክስክሳቸው ወጥቶ የገነቡትን የውሸት ካብ በእርስ በርስ መጋፈፍ እየናዱ ነው፡፡  በተለይ ፀፀት የማይነካካው የቆሞ ቀሩ ክንፍ ወካዮች፣ እስከ ወገባቸው በተቀበሩበት ሁኔታ ‹‹መንገድ አሳልፈኝ›› እስከ ማለት ያሉበት እውነታ ጠፍቷቸው መሳለቂያነታቸው ልክ አጥቷል፡፡  ለጦረኞቹ ምርኮ ቀረሽ፣ ለመላው ሕዝብ ግን ሰላም አምጪ የሆነውን የፕሪቶሪያ ስምምነት፣ የኢትዮጵያ መንግሥት ሰዎች እንደምናፈርሳቸው ፈርተው ነው የፈረሙት ብሎ እስከ መቀላመድ ድረስ ውሸታቸው መጃጀቱን የትግራይ ሕዝብ ለማየት በቅቷል፡፡ ከአሮጌው የሕወሓት መስመር የተቃረኑ የትግራይ ሕዝብ ትንፋሾችን፣ ‹‹በገንዘብ ጉርሻ የተገዙ›› አድርገው ቆሞ ቀሮቹ ማጠልሸታቸውም ብልጠት አልነበረም፡፡ ሕወሓቶች ጥርስ የነቀሉበትን ስምና ተግባር የማጠልሸት ንክሻቸውን የትግራይ ተራ ሕዝብ በማይወናበድበት መልክ እንዲቀምሰው ነበር የረዱት፡፡ ዛሬ የትግራይ ሕዝብ ነፍስ ከማዳን ትግል ባልራቀ ኑሮ ውስጥ እየተዳፋ ሳለ፣ ‹‹ሕወሓትን ማዳን የትግራይን ሕዝብ ማዳን ነው›› የሚሉት ሥልጣን አምላኪዎች፣ ሽሬ ምድር ውስጥ ምን እየማሱ እንደሆነ ሕዝብ ጉድ እያለ ታዝቧል፡፡ ያኔ በጦርነቱ ጊዜ የኤርትራ ኃይል ሠራ ስለሚባለው ግፍ ሲቀልጥ የነበረው ኡኡታ ወደ ጀርባ ተሸሽጎ፣ የዛሬው የወርቅ ዘረፋ ንግድ ከእነማን ጋር ሰንሰለት እንዳበጀ ለሕዝብ ጆሮ ሥውር አይደለም፡፡ በአጭሩ ለተሻለ ሕይወት ልጆቹን ሲገብር የኖረው የትግራይ ሕዝብ ምን ያህል በስሙ እንደ ተነገደበት የተጣበቀ አንጀቱን ደግፎ እያስተዋለ ነው፡፡,1
ይህ አስተውሎቱ በዝምታ የተሸበበ አይደለም፡፡ ዛሬ ያለበትን አንጃዊ ሁኔታ በአግባቡ አጢኖ፣ ከሕወሓታዊ የኅሊናና የመዋቅር ጥርነፋም ሆነ ከጦርነት አዚም ተገላግሎ ልማት ውስጥ የሚገባበትን መንገድ በብልኃት እየጠረገ ይገኛል፡፡ ለአንዳንድ አወቅን ባይ ልሂቃን፣ የጌታቸው ረዳና የደብረ ጽዮን ቡድን ፍትጊያ ‹‹የሥልጣንና የተሻልኩ ሕወሓት እኔ ነኝ›› የሚል ነው፡፡ የብዙኃኑ አረዳድ ግን በተለይ ነው፡፡  የጌታቸው ረዳ ጊዜያዊ መንግሥት  ከፕሪቶሪያው ስምምነት መከበር ጋር አዳብሎ ያነገበውን ሰላምና ዴሞክራሲ፣ ሕዝቡ ወደ ተሻለ ሕይወት መረማመጃ መንገድ አድርጎ ወስዶታል፡፡ በድጋፉ የጌታቸውን መንግሥት ሙጥኝ ያለውም ለዚህ ነው፡፡ የድጋፍ ሙጥኙም ጭፍን ሳይሆን ታክቲካዊ ነው፡፡ ለዚህም ፍንጫችን ‹‹እንደማትክደን/እንደማትሸጠን ተስፋ እናደርጋለን…›› የሚል ማስጠንቀቂያ ተደጋግሞ ከሕዝብ መሰማቱ ነው፡፡ ልሂቅ ትምህርት ከብዶት፣ ተሬው ሀ፣ ሁ… ሲያስቆጥረው እያየንም ይመስላል፡፡,1
ይሁን እንጂ የትግራይ ሕዝብ ከጦርነት ተገላግሎ የሚሻውን የፖለቲካ አማራጭና ፓርቲ እየመረጠ በሰፊዋ ኢትዮጵያ ውስጥ የመኖር ዕድሉ ገና ገና ብዙ ፈተና ያለበት ይመስላል፡፡ ይህ የሕዝቡ ትግል የለውጥና የፀረ ለውጥ አካባቢያዊ ምሽጎች ሠርቶ ደም የሚያረግዝ መፋጠጥ ውስጥ እንዳይገባ፣ የለውጥ ኃይል ነን የሚሉ ትግራዋይ ቡድኖች በሕዝብ ውስጥ ገብተው መሥራት ያለባቸው ጊዜ ዛሬ ነው፡፡ ሃይማኖትና ፓርቲ፣ ፓርቲና መንግሥታዊ የፀጥታ አውታራት፣ የፓርቲ መረብና የመንግሥት አውታራት መደበላለቃቸው የተቋረጠበት ዓውድ እንዲፈጠር የሚያስተጋባ ድምፅ ማሰማት ያለባቸው ዛሬ ነው፡፡ የፌዴራል መንግሥትና ጊዜያዊው የትግራይ አስተዳደርም ተጋግዘው ምቹ ሁኔታዎችን በማዳበርና በማፋጠን ሕዝቡን ሊያግዙት ይገባቸዋል፡፡ ጊዜያዊ አስተዳደሩ የሆነ ጥግንግኖሽ ቢደረግበት እንኳ የትግራይ ሕዝብ ወደ ዴሞክራሲያዊ ነፃነት የሚያደርገውን ጉዞ የሚያጓጉል ውጤት እንዳይከተል ብርቱ ጥንቃቄ ሊደረግ ይገባል፡፡ በዚህ ረገድ በቅርብ የተጀመረው ትጥቅ የማስፈታቱና መልሶ የማቋቋሙ ሥራ መፋጠን ሁነኛ ነው፡፡,1
ከመነጠል በመለስ ከየብሔሩ በበቀለ ብሔርተኛ ፓርቲ መገዛትን ‹ራስን በራስ ማስተዳደር› እያሉ ማጭበርበር,1
በዓለማችን የራስ በራስ አስተዳደር ልምድ ውስጥ እንደታየው በተቀዳሚ ያለ ዴሞክራሲ ሥርዓት የሕዝብ ራስን በራስ ማስተዳደር ተጨባጭ አይሆንም፡፡ የራስ በራስ ትድድር ዕሳቤ ጉራማይሌ ኅብረተሰብነትንም የሚያካትት ነው፡፡ ከ1983 ዓ.ም. ወደ እዚህ ባለ ልምድ ያየናቸውን ብሔርተኛ ገዥዎች፣ ‹‹ወገኔና ባዕድ›› እያሉ አንጓላይ እንዲሆኑ (መብቶችን መጥቀሚያና ማጥቂያ እንዲያደርጉ) የዳረጋቸው፣ የ‹ሕዝባቸው› ከጉራማይሌነት አለመጥራት አይደለም፡፡ ለፍትሐዊነትና ለእኩል አተያይ መሥራት፣ ለብሔር ፖለቲከኞች/ፓርቲዎች ባዕድ ስለሆነ ማንጓለልና ማዳላት ለብሔርተኞች የአዕምሮ ሙሽት ውስጣዊ ባህርይ ስለሆነ ነው፡፡ አንጓላይነቱ የዓለም አቀፍ ተቋም መሪ እስከ መሆን ተደርሶም ከዓለም አቀፋዊ ማዕቀፍም ሆነ ከአገራዊ ዜግነት አውርዶ በአካባቢ ጎጠኝነት ውስጥ ሲያልወሰውስ ታይቷል፡፡ ከዚያም በባሰ ደረጃ ብሔርተኝነት፣ የግለሰቦችን ንትርክና ፀብ ብሔረሰባዊ እያደረገ ሲተረጉም፣ ትዳርና ጓደኛነትን በብሔር መመዘኛ እስከ ማጥራት ሄዶ እያፋታ ‹‹ሲያስተካክልም›› ታይቷል፡፡ ሌባና ወንጀለኛን (ነፍሰ ገዳዮችን ሳይቀር) የብሔር ወገኔ እያለ እስከ መደገፍና እስከ መሸሸግም ድረስ አይነጥፉ ሊሆን መቻሉ በተግባር አሰልችቷል፡፡ በአጭሩ አንጓላዩ የብሔር ፓርቲ ወደ ሥልጣን መውጣት፣ ራስን በራስ ለማስተዳደር አያስችልም፡፡ ምክንያቱም ከፍትሕም፣ ከፍትሐዊነትም ከዴሞክራሲም ጋር ስለማይግባባ፡፡,1
እስከ ዛሬ (በተለይም በኢሕአዴግ ጊዜ) ብሔር የሌባና የግፈኛ መደበቂያ ጎሬ ሊሆን የቻለው፣ የራስ በራስ አስተዳደር ትርጉም ‹‹ቢጠቅመኝም ቢበድለኝም የብሔሬ ሰው ይግዛኝ›› ከሚል የተሻለ ይዘት ስላልነበረው ነው፡፡ ግንዛቤያችን በብሔርተኛ ወገንተኝነት ከመቄል ወጥቶ ለእኩልነት ለፍትሐዊነትና ለመተሳሰብ የቆሙ መሪዎችን ወደ ሥልጣን ለማውጣት የሚጥርና ይህንኑ ለመቆጣጠር የሚሻ ዴሞክራሲያዊ ንቃተ ህሊና ሲፈጠር፣ የአገሪቱም የሥልጣን አደረጃጀት በዚሁ እየተቃኘ ሲመጣ፣ የየአካባቢዎች ትድድር ‹‹ገዥነት ‹የባለቤት› ብሔር መብት ነው›› ከሚል መሥፈርት ይወጣል፡፡ በአስተዳደሮች አሠራር ውስጥም የብዙኃኑ ፍላጎት በበላይነት መምራቱ የንዑሳኑን መብት ካለመዳመጥ ጋር ተገናዛቢ ይሆናል፡፡ በዚሁም መሠረት የአስተዳድሮች ተዋረዳዊ የጥንቅር መልክዓ ምድር ከሞላ ጎደል ማኅበረሰቦችን ሳያንጓልል አምሳያንም ሆነ ድብልቅ ይዘቶችን በዓውደ ዴሞክራሲ ያንፀባርቃል፡፡ ራስን በራስ ማስተዳደር ማለት የግድ እያንዳንዱ ሕዝበ-ነገድ ከሌላው ጋር ያልተቀላቀለ የይዞታ ወሰን ተሠርቶልኝ ለብቻ ባንዲራ ካልሰቀልኩ ማለት እንዳልሆነ ያወቀና ብዙ ነገሮችን ያመዛዘነ ግንዛቤ ይፈጠራል፡፡ አስተዳደራዊ ስብስቦች የሥነ ልቦና የባህልና የኑሮ ተያያዥነትን ለትድድርና ለተደጋገፈ ዕድገት ቀናነትን ሁሉ በማመዛዘን የበለጠ እየተቡ ይሄዳሉ፡፡ በሁለት ሦስት ቋንቋዎች አፍ የመፍታት ሁኔታ ከመዳበር ጋርም ሁሉን ቋንቋ የትምህርትና የመንግሥት ሥራ መሥሪያ ለማድረግ ከመቸኮል ይልቅ፣ በተወሰኑ የጋራ ቋንቋዎች እየሠሩ ከዕድገት ጋር አድማስን የማስፋት አስተዋይነትም ይሰምራል፡፡,2
‹‹ብሔርተኛ ፖለቲካ ለብሔሩ ጥቅም ራሱን የሰጠ›› ብሎ ነገር,1
በአገራችን የታየ ትልቅ ውሸት ከብሔሩ የበቀለ ሌባና ወንጀለኛን ሸሻጊ እስከ መሆን ሕዝብን ያሳሳተው፣ ‹‹ብሔርተኛ ለብሔሩ›› የሚል አታላይ ግንዛቤ ነው፡፡  በኢትዮጵያ ያየናቸው ብሔርተኛ ፖለቲከኞች ሁሉ፣ ሥልጣን ከመያዛቸው በፊትና በኋላ ኅሊናን በበደል ቁጣና ቁርሾ መሙላት፣ በኅብረተሰብ ውስጥ መሸካከር፣ ግጭት፣ ትርምስና መፈናቀል መዝራት ባህሪያቸው ነው፡፡ ብሔርተኞች ፀብ እየደገሱ ኪሳቸውን በሀብት ወደ መሙላት ሊያመሩና ሊሳካላቸው ይችል ይሆናል፡፡ ግለሰቦችና ቤተሰቦቻቸው የብዙ ሚሊዮን ገንዘብ ቱጃሮች ስለመሆናቸው ሲተረክላቸውም ለመስማት በቅተናል፡፡ ብሔርተኞች ከዘሩት ቁርሾና ንቁሪያ የትኛውም የኢትዮጵያ ብሔር/ብሔረሰብ ሲጠቀም (ሰላምን ዕድገትንና ብልፅግናን ሲያካብት) ግን አልታየም፡፡ የየብሔር መጠቀም ማለት በበደል ቁጣና ቁጭት እየተቃጠሉ፣ እየተሸካከሩ፣ ግጭትና ጦርነት ውስጥ እየገቡ የየብሔር ጌታ መጠቀሚያ አሽከር መሆን ነው ካልተባለ በቀር፡፡ በአጭሩ ለማጠቃለል፣ ‹‹ከእኔ ብሔር የበቀለ ብሔርተኛ ለብሔሬ ጥቅም የቆመ›› የሚል ግንዛቤ አሳሳች የህሊና ሰንሰለት እንደሆነ ሁሉ፣ ‹‹ከብሔሬ ውጪ የሆነ ሰው ለብሔሬ ጥቅም ባዕድና ተጋፊ ነው›› የሚል ግንዛቤም  እንደዚያው አሳሳች ሰንሰለት ነው፡፡,3
የብሔር እኛነትንና የብሔር ፖለቲካን ‹‹ብሔርተኛነት›› ብሎ መጥራት,1
በእሳት የመጫወት ስህተት የ‹‹ብሔር-ተኝነት›› ደራሲ ብርሃኑ ሌንጂሶ፣ ከመጽሐፉ እንደምንረዳው፣ አገሩን ኢትዮጵያን የሚወድ በኢትዮጵያነቱም የሚኮራ፣ ለብሔሩ የሚቆረቆር፣ ከዚህ ሁሉ በተጨማሪ የብልፅግና ፓርቲን የ‹‹መደመር›› አተያይ የሚደግፍ ሰው ነው፡፡ እንደዚያም ሆኖ የአስተሳሰብ ጥራት ማግኘትን በማይጠቅም፣ እንዲያውም በሚያደናቅፍ ብዙ አገባብ ‹‹ብሔርተኝነት›› የተሰኘውን ስያሜ ይጠቀምበታል፡፡ ‹‹ብሔርተኝነት››ን ለኢትዮጵያም ለዓለምም መመልከቻነት አውሎት፣ በቅድመ ክርስትና ዘመን ‹‹ሆነ›› የሚባለውን የንግሥተ ሳባ ትርክት ሁሉ ከብሔርተኛነት ጋር ያያይዘዋል፡፡ በጥቅሉ ለመናገር፣ ንጉሠ ነገሥታዊ ብሔርተኝነት፣ ወግ አጥባቂ ብሔርተኝነት፣ ሊብራል ብሔርተኝነት፣ ሲቪክ ብሔርተኝነት፣ ማኅበረሰባዊ ብሔርተኝነት፣ ኅብረ ብሔራዊ ብሔርተኝነት፣ ኢትዮጵያዊ ብሔርተኝነት፣ ተስፋፊ ብሔርተኝነት፣ አግላይ ብሔርተኝነት፣ የሃይማኖት ብሔርተኝነት፣ ፀረ ቴክኖሎጂ ብሔርተኝነት፣ ዘመናዊ ብሔርተኝነት… ሁሉ የሚላቸው ነገሮች አሉት፡፡ የተጠቃቀሱትን ብዙዎቹን ስያሜዎች በመጽሐፉ ውስጥ ያመጣቸውም በእንግሊዘኛ ጽሑፎች ውስጥ ለ‹‹…ናሽናሊዝም›› ቅፅል እየሆኑ የተቀመጡ ሐረጎችን በቁማቸው እየተረጎመ ነው፡፡,2
ብሔርተኝነትን ጥንትም፣ ትናንትም፣ ዛሬም፣ ወደፊትም እንደሚኖር አድርጎ ስለዘረጋው፣ ታሪካዊ የአመጣጥ ዘመን ያሳጣዋል፡፡ ገጽ 275 ላይ ‹‹ባለ ብዙ ብሔር አገሮች ውስጥ አርበኝነት የአገር ፍቅርን የሚገልጽ ጽንሰ ሐሳብ ሲሆን፣ ብሔርተኝነት ለራስ ብሔር የሚኖር ስሜትና አመለካከት ነው›› ብሎ ቢለንም፣ ብሔርተኝነትን ለአገር ፍቅር መግለጫነትም ያውለዋል፡፡ የብሔር ፍቅርን (እኛነትን) ከብሔር ፖለቲካ ጋር በአንድ ላይ ‹‹ብሔርተኛነት›› ብሎ ይጠራዋል፡፡ እንዲህ ያለው አጠራር መዘዘኛ የሆነ የፖለቲካ አተያይ መሳከር እንዲፈጠር ያደርጋል፡፡ ሰዎች ለተወለዱበት ሥፍራ የጋራ ስሜት ወይም እኛነት አላቸው፡፡ ለብሔራቸውም የጋራ ስሜት ወይም እኛነት አላቸው፡፡ ለአገራቸውም እንዲሁ፡፡ የትውልድ ሥፍራንም ሆነ የብሔርን ዕርምጃ በአገራዊ እኛነታቸው ዕቅፍ ውስጥ የሚያስተውሉና በአገራዊ እኛነታቸው ለሁሉም የአገራቸው ኅብረተሰብና አካባቢዎች የሚብሰለሰሉ ሰዎች ንቁ ዜጎች እንጂ ብሔርተኞች አይደሉም፡፡ በብሔር መሥፈርት የፖለቲካ ስብስብ ፈጥሮ፣ የብሔር ይዞታው ታውቆለትና ይዞታዬ ባለው ሥፍራ የብሔር ፓርቲ አገዛዝን ለማቋቋም የሚሻ የፖለቲካ እንቅስቃሴ በትልቅ አገር ውስጥ ለመታቀፍ ቢወድም፣ ሲለው ደግሞ ለብቻዬ እስከ ማለት ድረስ የፖለቲካ አመለካከቱ ሊዘረጋ የሚችል ነው፡፡ እናም በኢትዮጵያዊነት አብራክ ውስጥ የሚገለጽ የብሔር ስሜት/ንቃት ‹‹የብሔር እኛነት›› የሚል አጠራር አይጠበውም፡፡ ይጠበው ይመስል ግን ‹ብሔርተኛነት› በሚል መጠሪያ ከብሔር ፖለቲከኞች ጋር ማዳበል ብሔርተኞች በአተያይ እንዲያምታቱ የጋራ ዋሻ የሚሰጥ ስህተት መሥራት ይሆናል፡፡ ይህንኑ ስህተት በምሳሌ ማሳየት ይቻላል፡፡ ብርሃኑ በተጠቀሰው መጽሐፉ ገጽ 193፣ ከለውጡ በፊት በነበረው የኢሕአዴግ አስተዳደር ከአገራዊ አንድነት ይልቅ ለብሔር ጥያቄዎች ሰፊ ትኩረት ስለመሰጠቱ ያወሳና፣ በብልፅግና አመራር ግን ሁለቱ አብረው መታየት እንዳለባቸው ስለመቀመጡ፣ እንዲሁም ሁለቱ ማንነቶችና ብሔርተኝነቶች ለኢትዮጵያ መጠናከር አስፈላጊና ተመጋጋቢ ስለመሆናቸው ይናገራል፡፡ ይህንን ነው አሳሳች የምንለው፡፡ ብሔርተኛ ዓላማ አንግቦ በብሔርተኛ ፓርቲ የተሰባሰበ ፖለቲካና ከብሔርተኛ የአስተሳሰብ ቅፅር ወጥቶ ብዝኃነትን ባካተተ ውህድ አመለካከትና አደረጃጀት አማካይነት ለሁሉም ማኅበረሰቦች መብትና ግስጋሴ የሚታገል ፖለቲካ ተመጋጋቢ ሊሆኑ አይችሉም፡፡ አንዳቸው ለሌላቸው ሸርሻሪ ይሆኑ እንደሆን እንጂ፡፡,2
